 #  --- orbit numbers ---
 #   idx      n,   l,  2j,  2tz
 #     1      0    5    9   -1
 #     2      1    3    7   -1
 #     3      1    3    5   -1
 #     4      2    1    3   -1
 #     5      2    1    1   -1
 #     6      0    6   13   -1
 #     7      0    6   11    1
 #     8      1    4    9    1
 #     9      1    4    7    1
 #    10      2    2    5    1
 #    11      2    2    3    1
 #    12      3    0    1    1
 #    13      0    7   15    1

 # rank   1 parity  -1

 # R1 reduced metrix element
 # of elements =    15

w.f.  J1=  2/2(    1)     J2=  0/2(    1)
 B(R1;=>), B(R1 ;<=)      0.00000     0.00000
 <||R1||>      1    1     0.00000     0.00000

  i  j      OBTD    <i||R1||j>  OBTD*<||>
  7  1    -0.03739     0.00000    -0.00000
  8  1    -0.36327     0.00000    -0.00000
  8  2    -0.01747     0.00000    -0.00000
  9  1    -0.04107     0.00000    -0.00000
  9  2    -0.00035     0.00000    -0.00000
  9  3    -0.00127     0.00000    -0.00000
 10  2    -0.00030     0.00000    -0.00000
 10  3    -0.00223     0.00000    -0.00000
 10  4    -0.00089     0.00000    -0.00000
 11  3    -0.00121     0.00000    -0.00000
 11  4     0.00013     0.00000     0.00000
 11  5    -0.00029     0.00000    -0.00000
 12  4    -0.00017     0.00000    -0.00000
 12  5    -0.00052     0.00000    -0.00000
 13  6    -0.01254     0.00000    -0.00000



